ID,target,prediction
4077e5cb3,1600000.00000000,5837027.90137826
408653bbe,200000.00000000,2614614.41599340
40a7bd354,14000000.00000001,3065041.95924492
40bc50ed5,400000.00000000,1400748.41790167
40c37584d,400000.00000000,1223758.39741008
40d3cbf5f,4000000.00000000,3959363.55753500
41008080f,566666.66000000,2584068.06496693
412d677c9,3000000.00000000,688398.46776697
414871b56,30000000.00000005,2920186.15129098
41553f9b6,5555555.56000000,3490812.35175149
415ce6415,200000.00000000,1219659.97096040
416651bf6,4000000.00000000,4544890.51819514
417ed1a4a,1550000.00000000,971984.55991862
419240c35,800000.00000000,833858.52035433
41a27f10e,10484333.34000000,7463624.60427850
41c23078d,1600000.00000000,3954705.29250558
41c8fc426,5600000.00000000,4069681.33267662
41eceed40,900000.00000000,504782.80571884
41f72b99d,3933333.34000000,2002141.73584581
420496625,22000000.00000001,5531811.51148412
420baf606,16500000.00000001,6580757.13947935
4237aff8a,6000000.00000000,1731974.39633127
4243a5746,3696000.00000000,2264646.63385894
42465194a,4000000.00000000,2256475.35125658
42547c0ae,7495000.00000000,1625525.23350402
425678e9d,400000.00000000,1895620.37596784
427c48a4a,600000.00000000,3346175.81351965
4282b4086,5000000.00000000,4675069.84844523
428f3b1ba,14000000.00000001,812852.57758902
42958ce2a,370000.00000000,2045755.28248666
42a112993,8000000.00000000,2121864.63646457
42a1b10ee,14000000.00000001,10291708.40960773
42a5b38e6,20000000.00000001,15616226.14687191
42bfacd48,20000000.00000001,7034971.79607457
42d848fe6,13000000.00000001,9719404.69753558
42e231555,1233333.34000000,1997056.91862642
42e8026b9,1411428.58000000,3002453.02496253
42ebf001c,1900000.00000000,3975627.18083943
42ede99e7,2520000.00000000,10665585.09506230
42fc26ad6,5000000.00000000,13796497.62228472
4300035fb,40000.00000000,315800.12142850
430c6e6e1,3000000.00000000,991492.56808675
4311dc82e,2000000.00000000,5361169.02477174
4317efe03,1850000.00000000,1856473.42144684
432ea84aa,10000000.00000000,7572266.17200983
433342cda,700000.00000000,3578477.52659799
4347b4edd,500000.00000000,929033.54363952
43620d3a8,2000000.00000000,8459403.02754531
43697ddb5,2000000.00000000,388355.49963035
436a0a807,30000000.00000005,1311188.54360482
43739e7ba,194000.00000000,210320.59959301
437cbed2e,15034000.00000002,262808.34846271
437dc8330,31428571.41999997,33113719.22736757
438bac3fe,220000.00000000,2472209.75362981
438e11f93,1000000.00000000,856376.65178387
43971a63c,2100000.00000000,607399.50486192
439c42c9a,80000.00000000,4860410.83808191
43af7c38a,2460000.00000000,1207729.16752414
43b7966bb,10000000.00000000,8685610.57843522
43cd3231c,200000.00000000,2673887.02875814
43d10dc53,7020000.00000000,3824353.64540434
43d67f139,1500000.00000000,3784663.51593426
43e228e1c,6000000.00000000,3893819.82271781
440079594,60000.00000000,1852344.87583332
440c09e52,4000000.00000000,3633303.10062840
441655325,21500000.00000001,4717761.64198741
44286f111,100000.00000000,777110.97505214
44514c882,970000.00000000,844984.86807679
445691791,21118400.00000000,12003731.37065435
44579a769,820000.00000000,1397893.96451383
4478fa492,30000.00000000,260829.65410279
44828bae4,13724999.99999999,2928822.03362405
448efbb28,1878571.42000000,838754.58070789
449aaa2a0,144000.00000000,111109.37148315
44a1db396,36000000.00000004,1829766.85460560
44aab2c6c,1166666.66000000,2908992.81874768
44b95c46a,176000.00000000,3445413.54420575
44b964db2,20000000.00000001,3569475.77184791
44ba5b155,966000.00000000,332585.76670377
44d58d53d,66000.00000000,221879.63478120
44d66d12f,9000000.00000000,1739261.02879340
44e2a620f,3400000.00000000,417967.68003861
44e8be38e,138000.00000000,128259.43531034
450217ee0,3125000.00000000,4336279.02245202
45194c7c6,105000.00000000,252554.44189766
452258b2d,600000.00000000,2266966.50492700
452d09942,20000000.00000001,23622011.89017051
4553a7969,14000000.00000001,4157980.86478001
456336269,1260000.00000000,2514431.52181065
457945253,4866666.66000000,2830312.33031250
457db2063,4000000.00000000,8294690.46811012
459bde01e,5000000.00000000,2716321.70365027
459f7cf2c,1266666.66000000,2128777.11441825
45a7f7574,4000000.00000000,2488692.57214572
45c0fbf82,46000.00000000,124307.47672333
45d40a0e7,600000.00000000,1251424.11479969
45d7f5046,100000.00000000,848532.55152548
45f6b91c9,400000.00000000,3287580.60556036
45fd8a24b,30400000.00000000,8262649.26061380
46054aa9b,11000000.00000001,525067.83895080
4607c4f64,1000000.00000000,4281399.31088280
460903763,1000000.00000000,2512293.97341120
461406717,2000000.00000000,2877946.70956365
4618a456e,282333.34000000,2225525.45722437
461df90b0,1400000.00000000,1788985.20277896
46344ce39,528666.66000000,111487.52054713
4636badac,4000000.00000000,3179777.22716426
463bd866f,10000000.00000000,1571747.32119563
4657bfd77,200000.00000000,4806506.20129949
4678bd710,5000000.00000000,4411212.21730953
4687a68bf,10000000.00000000,4898015.60034814
46b5ad14f,4000000.00000000,2136103.40470668
46b6e975d,7000000.00000000,1512402.03503357
46d18f7a2,16666666.65999997,29369681.17287704
46d388421,1000000.00000000,1616259.59982054
46d8492cb,400000.00000000,1195884.90937727
46f042314,220000.00000000,1477514.49936853
46f3b2804,2250000.00000000,497884.36412352
46f3ec69a,6000000.00000000,4633047.75863464
4709b3307,4000000.00000000,4031565.63783778
4711e00f2,32000.00000000,2982657.35633670
4719ed8cd,4000000.00000000,2298421.25712237
472542d05,450000.00000000,7319420.73100789
4725cb405,200000.00000000,239576.39984841
472899e50,1600000.00000000,3099190.11739161
4755b2c34,10000000.00000000,2280257.53262914
47624c5e7,2000000.00000000,3573661.75534755
47a6aac88,3600000.00000000,2596603.64383410
47abe279d,2000000.00000000,2211161.31122374
47c4e8ec2,1134000.00000000,1879037.72307555
47ce82ec5,10000000.00000000,4931212.69909517
47d97bb1e,1800000.00000000,2786652.91119993
4806d4bea,2000000.00000000,1318280.32681677
48079feec,2640000.00000000,780065.90806434
480b43b1b,2027333.34000000,2602817.73462417
482a1448c,2550000.00000000,463994.24023582
483affaac,3900000.00000000,1651233.31417604
486c57c82,2000000.00000000,1631884.33583590
488081558,2000000.00000000,2564210.10220327
48908169c,152000.00000000,1894698.57369041
48a303725,9705999.99999999,3440663.39029219
48a574e73,2000000.00000000,1717826.94592293
48a6879d7,2200000.00000000,3034005.58906739
48a9bf031,350000.00000000,3449250.45379802
48b984180,340000.00000000,2587021.17055724
4907117d0,6300000.00000000,4974733.31451714
490a999f9,300000.00000000,2124676.86736999
491fa71a0,3633333.34000000,3001650.14528113
495e74fe7,6912800.00000000,1599904.95607773
4963751a8,5124000.00000000,935538.97695827
498309b36,510000.00000000,1189034.52082019
498f2bef5,3000000.00000000,1100784.19384735
499520a32,3740000.00000000,2378279.21544709
499aca5aa,2000000.00000000,3412930.70820963
49a8f09f9,1300000.00000000,406064.99542898
49d55e0c5,16000000.00000003,13154537.26697253
49db30787,2300000.00000000,1839475.71747716
49e240746,6500000.00000000,1501419.72676264
49e3ce176,12432000.00000000,10153747.20423344
49f470af7,39999999.99999999,11874683.60078100
49f9deb1c,4640000.00000000,2700947.79279525
4a0790d30,170000.00000000,289594.43524777
4a0a538e2,1013333.34000000,813250.74489416
4a0d1739a,20333333.34000001,5097272.65077476
4a24b0efe,80000.00000000,1303519.80277867
4a4d00db8,6000000.00000000,3619446.67033555
4a5425356,1600000.00000000,518316.62865377
4a686bd4f,2000000.00000000,2070336.25405377
4a6fd0abb,20000000.00000001,1445814.45865473
4a9c5f8b9,4080000.00000000,1528679.79424955
4aaf6bd0d,17999999.99999999,1081500.25494787
4abd2e2ce,5166666.66000000,15019726.31321077
4aceb6ffc,447000.00000000,149528.26548775
4adfd9228,9099999.99999999,2198567.45124773
4af435ae6,4000000.00000000,3316673.03281669
4aff11400,8199999.99999999,7732642.47919593
4b0af8baa,212000.00000000,180117.06910275
4b14b1c6d,2000000.00000000,1765702.95984093
4b2c8dbc2,1000000.00000000,302364.49042780
4b4d31845,200000.00000000,473590.66329492
4b4e45b04,64000.00000000,1023322.19639938
4b6b8a688,20000000.00000001,15419865.70039898
4b79c0bff,5300000.00000000,3457058.41769981
4b7b98488,5749333.34000000,1823358.44013593
4b81a380e,2400000.00000000,2401123.67382468
4b83b5dd4,6000000.00000000,5584002.41460676
4b86677b8,600000.00000000,892473.23550537
4b8754c3f,86666.66000000,426309.81770268
4b9264d72,60000.00000000,2956411.01115842
4bace656c,1500000.00000000,3116416.43328196
4bb63f3e2,10667200.00000001,1692770.58539557
4be86043d,1500000.00000000,5291227.15726328
4bebff0f2,11000000.00000001,13827870.53276976
4c02554fd,7500000.00000000,237379.66963634
4c0316d32,3252500.00000000,3155547.51951082
4c054c848,10000000.00000000,787702.74826166
4c0e7788f,15000000.00000001,7569481.20266487
4c2c6a986,620000.00000000,1225110.92042835
4c5142872,9000000.00000000,3272655.88715356
4c5344b58,68000.00000000,2079930.86829337
4c6308151,10000000.00000000,4924732.93810407
4c76c25e9,30000000.00000005,13609920.46900132
4c8501cc8,4433333.34000000,1595649.80679630
4ca0fff66,600000.00000000,1125252.84440416
4cc96d38d,306000.00000000,1209255.10743440
4cd26c425,400000.00000000,934210.64536656
4cdbb3622,30000000.00000005,26449255.77242577
4ce2210fe,3900000.00000000,1559841.61082370
4ce51123f,600000.00000000,1397190.45852817
4d00dbe5d,5600000.00000000,1663851.51615288
4d0a7fa75,25999999.99999999,28596236.43277909
4d0bc1992,10666666.66000001,2824139.07225178
4d2097176,5100000.00000000,6527399.54696460
4d3169b73,1132000.00000000,3591742.58222514
4d400bcc6,2200000.00000000,1647908.04070997
4d4f73a50,12066666.65999998,2427477.52956235
4d52b8aca,600000.00000000,1023886.35169587
4d541739c,2400000.00000000,186348.93550208
4d56c0ab9,15000000.00000001,8502823.97127991
4d6e30703,240000.00000000,1301285.26759874
4d7de0cce,33333.34000000,95459.36185834
4d7f273ac,3665000.00000000,1904682.85271123
4d91e39a3,12322857.14000001,2273909.97108700
4dad57c15,2000000.00000000,1240614.44890913
4dad5af86,39999999.99999999,1641060.03836766
4db6ea993,1000000.00000000,1392350.08938465
4dba60f73,1200000.00000000,1265175.02162468
4dbf6f1a6,1800000.00000000,1118442.53955513
4ddd7221b,21142999.99999998,8242160.19214452
4de583176,22500000.00000001,29910177.14029695
4de6fc922,5000000.00000000,4241278.64434135
4de80be0b,1600000.00000000,1693976.55837515
4ded1c93a,2000000.00000000,1060584.75356719
4e063979b,50000.00000000,954666.49948358
4e07bb448,465000.00000000,1851949.29540537
4e1508ff2,646000.00000000,1792919.38860578
4e19b71db,14069999.99999998,2963829.45190518
4e56fb41c,586666.66000000,734989.87300519
4e685ac82,200000.00000000,359886.01929853
4e7fc1e5f,10700000.00000001,15912798.59058722
4e8446660,24599999.99999997,5193790.34143602
4e86bb5c1,300000.00000000,842803.46045078
4e8cf5272,2000000.00000000,1109097.68810041
4e92ae0e1,13700000.00000002,4733172.74789286
4e9dc96fa,1000000.00000000,4858550.76056501
4ea5e7656,1000000.00000000,1526102.85956973
4eb3978dd,17374999.99999997,4271604.15400048
4eb8437ce,371333.34000000,148915.94481453
4ec804660,320000.00000000,1707365.09661218
4ed977213,30000000.00000005,29356457.31614038
4eeb3f489,46000.00000000,217962.78529238
4efdaf9b1,33999999.99999994,26182255.77565318
4f0d68b23,8500000.00000000,5150870.73774911
4f16dfa4b,20000000.00000001,1027647.11735309
4f205e01f,1200000.00000000,981844.16733632
4f2cea6c0,100000.00000000,698250.53489689
4f31677c9,10000000.00000000,11793482.38722487
4f4cf7f05,6050000.00000000,694814.86418126
4f76e2d15,1879000.00000000,1298822.46374480
4f8e1071f,20000000.00000001,16315425.55582251
4fa3167f8,8567333.34000000,1445070.23249532
4fba18876,6000000.00000000,1715559.85540888
4fc7c958a,4000000.00000000,5416593.90984014
4fcc6f2c4,20000000.00000001,14582137.91016950
4ff289be8,13161999.99999998,2034309.83986617
500d02a95,448666.66000000,842924.72267648
502cdea84,310000.00000000,792229.25896101
504446531,8000000.00000000,5322121.03426964
5049af5d6,48333.34000000,3860800.97068744
504e5be04,1100000.00000000,3599539.55116679
50519225c,27140000.00000003,4360166.75722445
505ab4508,5243333.34000000,3232587.09320735
505cbc842,3500000.00000000,2084109.72050294
505cf92c6,1000000.00000000,694362.33685799
508a2d31a,5000000.00000000,5163550.29714927
50ad45916,558000.00000000,1968969.53619597
50b86becc,9000000.00000000,4468282.90119446
50c9e012d,42000.00000000,1737677.04942250
50d1e3a4c,200000.00000000,3005739.20740721
50e6ada64,400000.00000000,928389.22308785
510a16c2e,15000000.00000001,1631605.94339132
510de59ed,356000.00000000,1209303.04671454
5110db30c,170000.00000000,550286.95076414
511749abd,6125000.00000000,475096.60489174
5118b9659,50000.00000000,246531.98476962
511a2ad87,3620000.00000000,3276067.16456279
511bd47ae,7260000.00000000,2137760.19591073
511c929bf,30000000.00000005,18550858.23821088
511fb65de,3000000.00000000,1498798.44185858
5121424c1,400000.00000000,545156.67261678
5134e7e50,10000000.00000000,14980064.12315565
514abe432,3270000.00000000,703775.20186413
514b8190e,6000000.00000000,5274556.81495256
5158740dd,1630000.00000000,1942092.02021208
515ca2f60,30799999.99999999,10518133.73881733
515d4cd23,11800000.00000001,8619310.22209569
516be064a,600000.00000000,450963.19709024
5173ff448,340000.00000000,1365733.28326746
517e54c32,39999999.99999999,9815856.83486150
5181084e0,3333333.34000000,1105051.77983778
519365abd,3600000.00000000,1765461.79431541
51a546810,120000.00000000,187711.92760744
51b0dc55d,20000000.00000001,4624661.86410313
51bd61b2a,24000000.00000000,4430931.09587138
51ef81700,9666666.65999999,2898973.84256931
51f28655b,600000.00000000,2649032.32849352
51fecf06d,2140000.00000000,2623809.33049858
51ff64f52,5000000.00000000,3621721.83207586
5219e3524,160000.00000000,2060555.46883003
5229aaaba,1166000.00000000,3763266.83090269
522d3b0d9,10710000.00000000,7066921.33823553
5236d7af2,6000000.00000000,1534231.79325061
52408a66f,2200000.00000000,6075232.47147389
5244e20bb,1838333.34000000,1559408.41525198
524c2f90f,9000000.00000000,2999382.87444278
525d9734a,24000000.00000000,30430263.88425885
526f5bdf0,40000.00000000,131711.89197088
527f5fad5,7100000.00000000,1912904.26962492
52831c6f3,500000.00000000,3617211.44312023
52847721e,5361000.00000000,8759115.11373964
52a0a3db9,10000000.00000000,2297061.91356520
52b53691c,803333.34000000,265838.94830267
52bdaa610,2994000.00000000,3566561.93465125
52bfe707e,1554666.66000000,2170581.25700745
52ca38bd2,178000.00000000,1753594.10459642
52ceee213,1233333.34000000,5199731.17141360
52d8d7410,6000000.00000000,2606085.02755825
52f3537dc,4400000.00000000,2116814.01323539
52ff0d36d,1800000.00000000,3005516.56084124
52ff4bc24,100000.00000000,964495.60496964
530e45beb,2575000.00000000,3814660.16894843
531244036,2000000.00000000,4632732.03943440
531ba534d,6000000.00000000,7719283.64336939
53365556a,9800000.00000001,3583802.94917842
5342778cc,1822000.00000000,2875671.72521919
534bd3594,120000.00000000,190607.45886193
53578b9a3,200000.00000000,568750.26788280
5370157bb,43333.34000000,1008294.39213527
537f24368,110000.00000000,161855.62674451
538adb3dc,8980000.00000000,4151657.12276768
53939d56d,2600000.00000000,1359950.08906346
53b773071,510000.00000000,121014.90997568
53bd7f375,2022500.00000000,191347.80629366
540af827f,400000.00000000,2019345.70393952
541619617,124000.00000000,150021.25235295
546c308bf,20000000.00000001,8534539.48331069
5473db6aa,3000000.00000000,3326793.89268005
54848ce92,36000.00000000,81320.62572887
54a374e57,248000.00000000,3205756.41317734
54b303d4d,5150000.00000000,2584224.14851082
54c3749cd,11000000.00000001,1982807.27890861
54c8ba04b,9400000.00000001,2909125.85836771
54da40efd,46000.00000000,184135.75000407
54ddc23db,200000.00000000,881450.55420391
54e24b58b,160000.00000000,883073.49026127
54f1338ef,1400000.00000000,791252.30327461
5557e2d6c,232000.00000000,89623.81992826
55765d32a,2590000.00000000,2630306.25311439
5576881b7,2000000.00000000,1187257.55074447
557b8a17e,1092500.00000000,2026973.51185682
55a22deaf,32499999.99999996,11706836.63937256
55aaacecd,8000000.00000000,3646206.66351247
55b8efb3f,35050000.00000004,1135351.43483788
55c1afe2d,370000.00000000,382032.48923446
55fe32fa2,5000000.00000000,3687497.33753779
5627feb72,6800000.00000000,3467572.57081281
56282db55,450000.00000000,2624686.69565040
5628e8380,3000000.00000000,4618663.52538939
5632cefbe,6000000.00000000,3220185.29312705
5658fd75e,922000.00000000,1532256.53094381
565a5218b,17999999.99999999,3195074.44067059
566ac2168,2000000.00000000,2825067.83373097
566bef35a,2600000.00000000,2258845.62646693
567970851,5600000.00000000,2003515.06233770
567a57827,1167333.34000000,3039249.89980731
567e39285,2800000.00000000,1462626.84314696
568996783,500000.00000000,411828.15721552
56c559ee2,19551999.99999998,2557264.42819332
56d07770b,1000000.00000000,1986251.57456232
56d0ed4a5,500000.00000000,1489021.76433722
56e95a983,1100000.00000000,1121318.28764207
570f7e3a8,13598000.00000002,5690200.37734445
571d2ea50,3442000.00000000,2523042.10763624
57515490b,7800000.00000000,5025759.10017068
577ac66dc,735000.00000000,1086195.18421937
5793f0036,1060000.00000000,1016763.56982424
57a68425a,6500000.00000000,3806710.36891473
57a8583ba,2400000.00000000,1922615.60011795
57adebe99,3200000.00000000,2502025.35130916
57b306339,85500.00000000,721301.54418876
57c5a1bc3,385500.00000000,6696365.86376184
57c6a2190,50000.00000000,1606662.61609015
57cca97cc,24000000.00000000,5735390.14622448
57ddc5f19,1394000.00000000,1973649.86781790
57e5353bd,6200000.00000000,5514566.08880468
57f97b595,2100000.00000000,2103090.84229175
57fc9348d,4000000.00000000,910621.44297380
58154ba06,1500000.00000000,2888317.89547341
581b6db60,500000.00000000,679674.96583862
581d479dd,13263000.00000000,2673561.23199030
5820d3753,318000.00000000,2354372.45767123
582f00ab7,800000.00000000,2348888.86670676
58402caaa,4000000.00000000,1281503.60872293
5846e53b3,650000.00000000,2335875.11755223
584b27628,400000.00000000,821675.15434701
587231ce6,2500000.00000000,1351122.19111349
587ab29c3,8800000.00000001,5114639.31854785
588372cb2,3150000.00000000,1138227.67868295
588b8f63e,8469999.99999999,5494478.97677650
58938a9f1,1000000.00000000,1797311.19190960
58a57642d,140000.00000000,145695.88340390
58a7b0b9b,1666666.66000000,738476.52879458
58bec6272,950000.00000000,1928291.89366043
58c6ea787,20000000.00000001,2886347.46420693
58cbcc6bf,89000.00000000,95707.23149254
58dbc73bf,360000.00000000,1631188.44785338
58e1ff9a5,12400000.00000002,1003079.96890608
58f6675c5,20000000.00000001,3249594.15706386
58f74237f,1600000.00000000,912070.55349859
592354562,2000000.00000000,1838611.61531035
59345bec0,9000000.00000000,5505134.50815131
5943e5000,1000000.00000000,1824453.36106726
5957f1e28,21099999.99999999,1162815.12018929
596f4b2ce,820000.00000000,2259766.31140513
597626924,400000.00000000,1512778.40277559
597cd29e5,67000.00000000,154174.34131886
598718f48,294000.00000000,4240247.33782508
5997a2eec,31999999.99999996,15178042.97167384
59ae6ce3b,200000.00000000,477915.51044271
59ba20c19,39999999.99999999,15546401.22642369
59c3602e9,11549999.99999999,4513964.50914202
59ccca8d7,3080000.00000000,1943727.51656315
59f52b75a,695333.34000000,1774936.44763297
59fa79dda,10000000.00000000,6680425.52025991
59ff9031d,400000.00000000,1535653.95569946
5a0e7b58d,16506000.00000001,10917011.32302833
5a14a5a38,1200000.00000000,560693.25312373
5a159836b,6000000.00000000,3426836.68991968
5a1ca6faa,13736666.66000002,3022819.54750495
5a1d4b482,8679999.99999999,3552025.58683817
5a28faa4c,1400000.00000000,1508139.02703628
5a2b6a283,40000.00000000,1623343.79817329
5a2d49fc7,2000000.00000000,2056834.70532319
5a6e2938f,184000.00000000,3189427.15328741
5a70f3c84,3200000.00000000,4392063.57809768
5a7e6ddaf,30000.00000000,2297937.56088665
5a90094e1,466666.66000000,627303.06166199
5aa5e52bb,20000000.00000001,4061895.41263640
5aaa3045a,2000000.00000000,2000984.29754407
5aaa57d2b,2210000.00000000,1678189.78508994
5aab7cc72,20000000.00000001,1482122.51403367
5aad1c2b3,800000.00000000,505634.05149141
5accea791,16000000.00000003,15378925.39164333
5b04cab4f,3812000.00000000,2649075.29840295
5b07d09fe,1000000.00000000,1161662.77502057
5b17bbba4,233333.34000000,815434.59273080
5b2145d99,6050000.00000000,991182.37400604
5b25b70dd,10000000.00000000,8639093.39078533
5b282ccba,770000.00000000,308587.77553521
5b2a7a4ed,1000000.00000000,4579888.25578616
5b2d06dbb,20000000.00000001,4353119.63426994
5b34e2ff3,1000000.00000000,578023.65642308
5b540b47e,200000.00000000,1742282.04678574
5b59190fb,2000000.00000000,2956279.56637728
5b5c5f500,10000000.00000000,6717524.35775523
5b74875d4,707000.00000000,1846821.57129326
5b80d57e1,600000.00000000,1018515.50996959
5b97f1d22,375000.00000000,1055811.90693760
5ba1cf990,13900000.00000002,1799586.10296720
5bb23fc41,400000.00000000,4689624.25494546
5bb483492,400000.00000000,1895215.50080962
5bbcd839d,600000.00000000,1577000.00505155
5bc038a90,3824666.66000000,1278503.77814998
5bd4cc8c0,20000000.00000001,14701463.90559276
5be85da32,2000000.00000000,2063066.92653237
5be9ead29,5800000.00000000,8362829.48503412
5bf3eae5a,3200000.00000000,956057.14992356
5c15d7127,1000000.00000000,3917978.78220184
5c1b0a9c5,2026000.00000000,1535497.02874835
5c28d45af,228571.42000000,1217984.37001017
5c4250fbd,6000000.00000000,2545142.37673490
5c544b16c,2968000.00000000,2115495.20344818
5c7af231b,200000.00000000,514160.74778143
5c90d73cc,10000000.00000000,10782939.53562250
5caabd92b,600000.00000000,1865644.40100709
5ccd13c0b,850000.00000000,1074849.81232833
5ccf33ab5,200000.00000000,1409986.46703604
5d141af8a,27999999.99999999,13579083.20273205
5d16765bd,980000.00000000,977509.18863165
5d27825b3,22800000.00000000,10613957.32027779
5d28bd4a4,1600000.00000000,798748.09648967
5d36e6825,5828500.00000000,2444964.59329443
5d3b86f77,1100000.00000000,3113888.16464607
5d47a2805,800000.00000000,367432.92926997
5d4e32f26,120000.00000000,483825.85949046
5d542a2bc,1400000.00000000,2189955.76218085
5d6b402ba,15000000.00000001,1152211.91722099
5d7598871,1000000.00000000,1810511.28492399
5d83ef08b,8000000.00000000,3751155.01321670
5d866d8cd,2000000.00000000,1938813.64023356
5d8cd7c69,1887000.00000000,2588410.40312233
5dae9db78,10000000.00000000,5088747.01527753
5dafa76d3,2040000.00000000,2722889.38136490
5db3f5811,400000.00000000,1847228.42525591
5dc2b2515,7954000.00000001,4146566.26061422
5dd45e8e4,2000000.00000000,3869513.71844162
5df34d330,3900000.00000000,1404922.25629968
5dfe81d59,35000000.00000001,3103411.79030766
5e01a4774,14666666.66000001,7755430.80385133
5e067bb47,24000000.00000000,29992523.89619026
5e1092b5d,12000000.00000001,5985476.49353675
5e2d3d770,37662000.00000001,3113338.08095879
5e34b2e3f,10000000.00000000,8939517.24905272
5e5200c9f,200000.00000000,242513.21282574
5e67266d6,400000.00000000,2263019.93608501
5e67b7219,4500000.00000000,3579530.07805207
5ea3ca394,3742000.00000000,1723542.17373962
5ea99cb21,1240000.00000000,1354526.84299080
5ea9ed384,600000.00000000,2007417.87363277
5eb559128,2840000.00000000,2238402.47166960
5ebef255b,400000.00000000,1558312.45012446
5ebfe2bc7,10933333.33999999,15212623.67385467
5ecb0a9c4,1000000.00000000,3124790.30326796
5ee96ad16,8266666.66000001,2404478.67531373
5f0d80b7c,800000.00000000,3052632.11990316
5f2e59e53,3740000.00000000,1787608.53403313
5f36db06e,2116666.66000000,1303804.23307484
5f3dfc235,8000000.00000000,8869906.62644220
5f3ed03cc,1600000.00000000,5135020.13673133
5f599d68a,1000000.00000000,2020256.95795521
5f5fd7790,180000.00000000,4288323.67803005
5f6645b90,800000.00000000,5050227.31132932
5f76a8fb9,17499999.99999999,12593708.91933967
5f83fc199,10000000.00000000,3850084.99865017
5f8e1bf6d,650000.00000000,2888862.47126024
5f932d8f6,1000000.00000000,1956960.86224963
5fb508dde,400000.00000000,214624.17442139
5fd3e7fb5,33999999.99999994,20857766.11949788
5fd3f4eec,20000000.00000001,3188590.98276750
5fd4a3728,10205333.34000000,3251032.23398356
5fefa441c,13333333.34000000,2202657.16977575
600905d19,4000000.00000000,1591839.30087941
603191d5c,1000000.00000000,443537.73023870
6031b37f0,4000000.00000000,245076.69342651
60424973e,30000000.00000005,1977914.46071239
606db3b53,1000000.00000000,2345447.08540350
6077e5e77,100000.00000000,699813.68922713
6081c94c4,4000000.00000000,1774946.82923309
60a6b55cd,7000000.00000000,3298373.66336358
60b8721e8,7000000.00000000,5454134.21193324
60c9b7105,16200000.00000002,11401931.41246370
60cda2bf5,20000000.00000001,6964453.90980677
60ce516ed,1060000.00000000,1920865.22946124
60d4f04e2,20000000.00000001,19457045.08082560
60d7e5008,40000.00000000,115975.06980094
60e9e9737,409200.00000000,129448.74353773
60ff5d25b,175000.00000000,670674.37372972
61017ca6f,2000000.00000000,3758451.10303223
6128d260d,2000000.00000000,4679720.42611939
612c35a1b,3000000.00000000,905231.08265798
61408f51e,17415999.99999999,690574.53742229
6140cde1e,500000.00000000,250466.13329471
61462a1f8,58000.00000000,124785.73775427
614c405a5,430000.00000000,1564442.11308050
61636fa41,2090000.00000000,2585915.09294719
616f6bbac,60000.00000000,151715.34817671
61759c2fa,13866666.65999999,7123056.63411870
619dfb36e,5000000.00000000,7034324.00851606
61acae7c6,76000.00000000,129091.38891256
61b8d1d08,35000.00000000,92204.34192302
61bf015c1,20000000.00000001,12459987.31366831
61d066238,40000.00000000,225125.84834988
61d0e6a43,31256999.99999999,1895230.89932381
61d862406,200000.00000000,215495.58419998
61f421393,1050000.00000000,1503778.89475913
61fcbf503,1000000.00000000,1072721.27889469
61fef5ea9,2000000.00000000,2386271.16007104
62004207a,2400000.00000000,20677638.30910501
62085011c,982000.00000000,2404807.95183955
625e88875,3147200.00000000,585504.60990632
62680324a,2400000.00000000,2540370.40193404
626948f18,8000000.00000000,2875194.67016353
629870c3e,2120000.00000000,1327094.96158765
629c7fb4c,11000000.00000001,1322345.62864099
62a5972b4,3000000.00000000,7366450.84919928
62cc9017d,4200000.00000000,5063499.07477264
62d44b137,68000.00000000,110941.79530946
62e0c062f,1900000.00000000,888494.45233034
630408acf,1521666.66000000,1241510.62157213
630ffbba0,2200000.00000000,2885024.08716335
6330cfcb1,600000.00000000,1676629.36535259
63314def4,37000.00000000,128623.86547828
6349f83e2,2800000.00000000,4874046.61098947
636235f94,4000000.00000000,4073902.43229407
6362abec4,20160000.00000000,5443865.89878076
6364a0c6b,200000.00000000,1902966.46710355
638458971,2000000.00000000,5987540.34126937
63b49d05d,60000.00000000,144887.48598522
63b82a908,4000000.00000000,2314176.83184028
6401a7744,580000.00000000,1094607.77744282
6403e4b3d,500000.00000000,2795604.51982086
6409b6d6b,38571428.58000005,30995940.88022063
644bbd885,500000.00000000,864163.80366321
646a6bff5,371000.00000000,106642.15889885
646e59743,3193600.00000000,3338090.28675455
64aa28ef8,700000.00000000,1145299.38487678
64ac42e5b,10000000.00000000,8474933.19549614
64b31a424,200000.00000000,3049406.48335785
64b7da237,700000.00000000,1834860.74283302
64b897c6d,265000.00000000,714102.23782978
64eb8cf44,400000.00000000,871930.28677843
64ed7f078,2000000.00000000,1459944.07997577
650e8d894,3000000.00000000,2231591.57656095
65224b015,2200000.00000000,11257619.89596293
652c0815b,8000000.00000000,3865854.28323412
655060bc5,16000000.00000003,7644959.15865510
656519d7c,1500000.00000000,2399220.07886781
657833268,4000000.00000000,1034644.56969601
658234998,3600000.00000000,3626205.05710688
659c936a7,39999999.99999999,28524986.49551489
65a038515,22000000.00000001,2228686.15979265
65a85bf32,24999999.99999996,1676484.21291093
65ada8db2,7500000.00000000,2657332.10387639
65b03757b,10000000.00000000,8689357.01369030
